concessionaria;ano_do_pnv_snv;rodovia_uf;sentido;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
AUTOPISTA FERNÃO DIAS;2007;Contorno/MG;Crescente;2,094;-19,979549;-19,983535;2,760;-44,160989;-44,165584
AUTOPISTA FERNÃO DIAS;2007;Contorno/MG;Decrescente;1,915;-19,977906;-19,983530;2,759;-44,160138;-44,165576
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;264,635;-22,715662;-22,711105;265,345;-42,641529;-42,646443
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;265,415;-22,710827;-22,716240;264,570;-42,647130;-42,641219
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;273,585;-22,733601;-22,736205;274,900;-42,716113;-42,728324
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;274,775;-22,736239;-22,733457;273,500;-42,727057;-42,715195
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Crescente;293,045;-22,754607;-22,770648;297,450;-42,890508;-42,922037
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;296,130;-22,767204;-22,763867;295,000;-42,913047;-42,902467
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;313,855;-22,814868;-22,808951;312,825;-43,075367;-43,067276
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Decrescente;320,270;-22,859919;-22,849530;318,665;-43,106355;-43,099771
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;0,900;-25,988864;-25,996493;1,900;-48,883674;-48,879107
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;19,400;-26,136346;-26,142571;20,200;-48,899366;-48,904829
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;22,450;-26,161051;-26,169438;23,410;-48,907537;-48,907350
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;24,150;-26,176108;-26,189610;25,700;-48,908068;-48,911871
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;26,800;-26,199676;-26,205811;27,500;-48,912914;-48,914586
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;29,900;-26,227082;-26,234600;30,700;-48,916660;-48,916163
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;35,300;-26,270358;-26,286042;37,200;-48,895147;-48,887525
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;37,700;-26,290073;-26,327498;42,400;-48,885377;-48,864669
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;42,480;-26,327290;-26,331669;43,040;-48,864499;-48,862028
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;43,410;-26,331671;-26,348971;45,029;-48,862017;-48,857650
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;45,030;-26,349006;-26,354410;45,630;-48,857667;-48,858851
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;46,830;-26,364982;-26,378962;48,569;-48,858793;-48,851741
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;56,300;-26,434972;-26,437233;57,150;-48,816243;-48,808575
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;59,400;-26,448193;-26,449409;59,700;-48,790112;-48,787577
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;61,700;-26,454986;-26,457299;62,500;-48,769523;-48,761353
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;63,400;-26,462181;-26,483972;66,600;-48,754767;-48,735131
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;70,300;-26,514547;-26,524957;71,550;-48,721239;-48,716060
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;73,400;-26,546430;-26,551196;74,600;-48,712853;-48,715951
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;74,900;-26,552749;-26,555882;75,300;-48,717990;-48,720623
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;76,100;-26,567459;-26,571774;77,100;-48,720085;-48,722265
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;82,300;-26,616227;-26,621941;83,000;-48,719512;-48,716572
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;83,010;-26,621900;-26,626915;83,999;-48,716487;-48,710234
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;84,000;-26,626916;-26,631702;84,800;-48,710235;-48,703859
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;84,801;-26,631747;-26,692378;92,600;-48,703841;-48,697601
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;94,900;-26,712688;-26,717855;95,500;-48,703059;-48,702365
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;99,800;-26,755565;-26,766611;101,079;-48,689558;-48,686504
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;101,080;-26,766647;-26,783283;102,980;-48,686503;-48,683141
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;104,300;-26,795544;-26,801285;104,900;-48,680122;-48,678916
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;111,950;-26,845227;-26,905578;119,050;-48,720629;-48,715015
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;122,800;-26,935402;-26,939497;123,400;-48,700039;-48,695983
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;123,600;-26,940630;-26,952313;125,640;-48,694818;-48,679934
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;125,641;-26,952363;-26,955596;126,000;-48,679912;-48,679812
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;129,300;-26,981970;-26,996582;131,999;-48,676491;-48,656117
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;132,000;-26,996864;-27,006425;135,500;-48,655122;-48,622051
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;135,650;-27,007049;-27,029375;138,630;-48,620097;-48,605319
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;142,500;-27,059464;-27,068208;143,440;-48,596876;-48,595678
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;145,750;-27,085331;-27,123065;150,600;-48,607307;-48,609601
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;150,601;-27,123112;-27,129301;151,300;-48,609596;-48,609881
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;151,400;-27,130386;-27,134702;151,900;-48,609926;-48,610041
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;161,300;-27,217331;-27,241830;164,100;-48,624760;-48,630944
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;101,700;-25,568196;-25,567248;101,200;-49,175942;-49,171079
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;99,300;-25,562447;-25,555075;98,400;-49,153193;-49,149613
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;97,600;-25,547897;-25,537339;96,400;-49,150232;-49,149300
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;95,700;-25,532382;-25,529067;95,200;-49,145008;-49,142046
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;94,100;-25,521179;-25,517636;93,501;-49,135162;-49,132061
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;76,620;-25,389661;-25,381522;75,650;-49,054325;-49,051815
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;73,600;-25,365200;-25,357137;72,700;-49,042001;-49,040566
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;188,370;-27,454623;-27,449413;187,740;-48,635606;-48,632224
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;184,900;-27,424099;-27,419900;184,400;-48,624711;-48,625543
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;182,600;-27,403401;-27,391741;181,200;-48,629057;-48,631473
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;180,600;-27,386340;-27,376097;179,300;-48,631556;-48,631690
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;170,800;-27,303490;-27,298096;170,300;-48,632165;-48,631475
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;166,000;-27,259512;-27,251309;165,100;-48,631511;-48,630996
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;165,099;-27,251295;-27,238046;163,630;-48,630996;-48,630051
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;163,600;-27,237810;-27,214186;160,801;-48,630064;-48,622727
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;159,500;-27,203036;-27,197063;158,800;-48,616777;-48,613582
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;156,600;-27,177374;-27,118045;150,101;-48,611774;-48,609080
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;148,900;-27,108257;-27,088585;146,401;-48,613165;-48,612176
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;146,400;-27,088579;-27,085727;145,750;-48,612160;-48,607731
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;143,140;-27,065278;-27,057280;142,441;-48,595459;-48,598014
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;138,880;-27,031637;-27,016203;137,181;-48,604942;-48,611454
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;136,620;-27,011972;-27,007312;135,901;-48,613673;-48,618478
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;135,450;-27,006085;-26,990258;130,950;-48,622233;-48,663218
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;126,000;-26,955603;-26,950438;125,400;-48,679631;-48,680191
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;124,700;-26,946701;-26,942707;123,900;-48,685509;-48,692486
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;123,500;-26,939703;-26,934228;122,650;-48,695518;-48,700964
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;122,000;-26,930651;-26,904373;119,000;-48,704232;-48,715495
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;118,200;-26,897602;-26,845750;111,910;-48,718143;-48,720532
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;110,340;-26,835479;-26,828453;108,310;-48,709252;-48,691989
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;104,900;-26,801311;-26,795037;104,200;-48,678745;-48,680082
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;102,660;-26,781106;-26,767738;101,180;-48,683886;-48,686019
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;101,179;-26,767723;-26,755721;99,900;-48,686013;-48,689306
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;95,700;-26,720004;-26,713932;95,010;-48,702177;-48,702596
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;92,300;-26,689847;-26,644528;87,300;-48,696468;-48,687947
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;86,800;-26,641152;-26,634281;85,400;-48,690852;-48,700015
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;84,700;-26,630720;-26,626954;84,000;-48,704795;-48,709784
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;83,200;-26,623004;-26,618669;82,600;-48,715021;-48,718117
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;78,000;-26,579799;-26,575639;77,600;-48,722296;-48,722647
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;164,300;-27,244254;-27,249328;164,900;-48,631009;-48,631229
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;169,400;-27,290248;-27,293802;169,800;-48,630895;-48,631170
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;170,800;-27,303498;-27,311333;171,700;-48,632380;-48,632915
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;172,800;-27,319587;-27,322190;173,000;-48,628523;-48,627626
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;179,300;-27,376108;-27,400771;182,300;-48,631867;-48,629925
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;182,301;-27,400787;-27,403121;182,500;-48,629917;-48,629365
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;185,900;-27,433507;-27,440171;186,710;-48,625186;-48,627174
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;188,140;-27,452353;-27,455802;188,590;-48,634472;-48,636754
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;192,170;-27,485864;-27,486840;192,269;-48,648464;-48,650098
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;192,270;-27,486482;-27,487178;192,469;-48,649191;-48,651033
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;192,470;-27,487179;-27,585071;205,300;-48,651034;-48,618059
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;205,301;-27,585209;-27,680306;218,400;-48,618104;-48,669000
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;219,200;-27,686969;-27,699872;220,700;-48,666105;-48,660672
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;221,100;-27,703038;-27,708388;221,800;-48,659267;-48,656353
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;222,900;-27,715779;-27,719790;223,350;-48,648837;-48,646426
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;223,351;-27,719838;-27,720950;223,500;-48,646409;-48,645597
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;223,501;-27,720989;-27,722785;223,700;-48,645559;-48,644404
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;227,220;-27,752568;-27,769418;229,220;-48,633975;-48,632966
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;237,800;-27,842373;-27,848858;238,600;-48,634764;-48,638205
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Crescente;243,300;-27,889640;-27,893269;243,700;-48,648227;-48,648515
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;238,790;-27,850235;-27,837625;237,190;-48,639195;-48,632045
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;229,300;-27,770527;-27,751330;227,100;-48,633080;-48,634365
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;223,600;-27,721403;-27,715643;222,800;-48,644944;-48,648615
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;222,000;-27,709622;-27,702163;221,000;-48,654402;-48,659272
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;220,730;-27,699783;-27,695757;220,230;-48,660381;-48,661851
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;218,400;-27,680178;-27,676126;217,901;-48,668599;-48,670160
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;217,900;-27,676127;-27,606146;208,401;-48,670161;-48,634642
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;208,400;-27,606147;-27,605547;208,301;-48,634643;-48,634087
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;208,300;-27,605548;-27,490583;193,200;-48,634088;-48,656156
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;192,570;-27,487870;-27,485593;192,140;-48,652038;-48,648040
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;188,970;-27,459188;-27,454622;188,371;-48,638600;-48,635605
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;74,701;-26,551864;-26,546461;74,000;-48,716587;-48,712648
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;71,550;-26,524912;-26,511521;69,900;-48,715880;-48,722842
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;68,700;-26,501891;-26,494872;67,800;-48,728642;-48,732767
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;64,400;-26,467892;-26,463762;63,800;-48,747264;-48,751144
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;62,500;-26,457098;-26,454869;61,800;-48,761346;-48,768014
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;61,500;-26,454810;-26,454528;60,900;-48,771041;-48,777242
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;59,500;-26,448236;-26,445851;58,900;-48,789466;-48,794750
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;48,500;-26,378614;-26,376327;48,200;-48,851693;-48,853600
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;47,050;-26,367019;-26,342045;44,220;-48,857841;-48,858328
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;42,300;-26,326232;-26,292000;37,900;-48,865350;-48,884677
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;37,500;-26,288563;-26,278345;36,220;-48,885886;-48,891746
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;32,780;-26,251216;-26,243082;31,780;-48,907928;-48,910949
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;30,700;-26,234504;-26,227093;29,900;-48,915951;-48,916427
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;27,550;-26,205848;-26,199723;26,800;-48,914362;-48,912750
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;25,600;-26,188831;-26,176600;24,200;-48,911633;-48,908043
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;23,200;-26,167659;-26,158610;22,180;-48,907240;-48,907449
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;20,200;-26,142694;-26,137965;19,600;-48,904685;-48,900679
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;14,600;-26,102901;-26,098235;14,000;-48,870128;-48,867729
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;10,700;-26,069639;-26,061365;9,900;-48,860581;-48,859894
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;7,200;-26,037895;-26,029158;6,230;-48,859908;-48,860462
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Decrescente;6,229;-26,029106;-26,025904;5,900;-48,860446;-48,861269
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;72,800;-25,357801;-25,365113;73,600;-49,040789;-49,042245
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;90,710;-25,495677;-25,508328;92,450;-49,116504;-49,126182
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;96,300;-25,536707;-25,545089;97,300;-49,149244;-49,150801
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;97,700;-25,548874;-25,562146;99,300;-49,150455;-49,153269
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;101,200;-25,567003;-25,567957;101,700;-49,171042;-49,176020
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;103,700;-25,571101;-25,571377;104,900;-49,195403;-49,207339
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Crescente;112,700;-25,550760;-25,546532;113,900;-49,280735;-49,291702
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;114,000;-25,546819;-25,553853;112,100;-49,292616;-49,276027
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Decrescente;104,400;-25,572268;-25,570921;103,400;-49,202389;-49,192740
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;115,500;-25,546424;-25,559476;117,000;-49,303961;-49,307229
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;126,330;-25,641616;-25,643494;126,535;-49,313265;-49,313159
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;126,765;-25,645500;-25,648639;127,120;-49,313026;-49,312851
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;127,600;-25,653099;-25,660722;128,460;-49,313052;-49,313194
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;128,461;-25,660763;-25,665244;129,061;-49,313198;-49,314189
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;140,870;-25,771158;-25,776088;141,470;-49,322853;-49,324258
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;205,180;-26,076576;-26,073580;206,200;-49,749634;-49,757382
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Crescente;206,201;-26,073581;-26,106240;211,590;-49,757359;-49,782215
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;1,255;-26,119138;-26,122827;1,880;-49,789071;-49,792435
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;4,700;-26,139998;-26,150199;6,640;-49,814180;-49,828935
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;6,850;-26,151683;-26,161602;8,700;-49,831065;-49,845085
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;69,065;-26,460555;-26,463124;69,340;-50,229214;-50,229672
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;138,780;-26,956742;-26,962477;139,675;-50,420377;-50,414008
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;179,735;-27,265344;-27,268932;180,150;-50,442389;-50,441552
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;205,750;-27,470299;-27,472821;206,100;-50,383778;-50,382044
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;207,380;-27,483980;-27,495182;208,830;-50,378448;-50,371397
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;219,180;-27,579590;-27,585290;220,830;-50,369207;-50,366136
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;245,100;-27,795331;-27,799220;245,550;-50,362117;-50,363555
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;245,640;-27,800147;-27,802729;245,950;-50,363934;-50,364849
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;246,870;-27,810950;-27,813138;247,140;-50,367899;-50,369312
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Crescente;247,560;-27,815862;-27,817168;247,765;-50,371537;-50,372519
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;116,920;-25,559066;-25,546342;115,500;-49,306760;-49,303637
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;126,610;-25,643770;-25,630337;125,100;-49,312715;-49,313620
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;128,200;-25,658446;-25,644796;126,750;-49,312047;-49,312252
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;129,243;-25,667623;-25,660846;128,460;-49,314318;-49,312984
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;138,480;-25,750018;-25,743659;137,760;-49,316986;-49,317187
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;141,470;-25,775983;-25,770904;140,830;-49,323637;-49,322584
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;142,500;-25,785284;-25,777397;141,600;-49,325939;-49,324020
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;205,860;-26,075299;-26,075156;204,680;-49,754600;-49,745629
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Decrescente;211,560;-26,105538;-26,075250;205,861;-49,781073;-49,754702
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;1,980;-26,123926;-26,119420;1,320;-49,792671;-49,788594
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;8,400;-26,159504;-26,140435;4,700;-49,841787;-49,813893
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;24,520;-26,277396;-26,271342;23,740;-49,923184;-49,919425
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;68,940;-26,459676;-26,457450;68,690;-50,228169;-50,227530
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;69,255;-26,462413;-26,459677;68,941;-50,228969;-50,228203
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;139,630;-26,962275;-26,956191;138,780;-50,413634;-50,420481
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;180,055;-27,267906;-27,264536;179,685;-50,441181;-50,441926
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;220,830;-27,584985;-27,580155;219,240;-50,365553;-50,368192
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;245,515;-27,799273;-27,795047;245,020;-50,363030;-50,361303
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;246,330;-27,806198;-27,800469;245,650;-50,365508;-50,363411
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;247,020;-27,812168;-27,811014;246,880;-50,367945;-50,367268
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Decrescente;251,360;-27,847354;-27,845501;251,120;-50,379291;-50,378641
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;269,100;-23,608317;-23,607767;269,840;-46,754000;-46,760883
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;270,020;-23,607233;-23,607100;270,140;-46,762200;-46,763400
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;270,200;-23,607150;-23,608467;270,740;-46,764000;-46,769067
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;271,260;-23,610333;-23,613400;272,180;-46,773450;-46,781467
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;272,480;-23,614383;-23,616483;273,260;-46,784200;-46,791133
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;274,600;-23,617750;-23,618150;274,920;-46,803683;-46,806800
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;275,860;-23,622467;-23,633050;277,400;-46,814217;-46,823067
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;278,500;-23,636067;-23,641183;279,280;-46,832383;-46,837217
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;280,840;-23,651350;-23,654800;281,300;-46,847383;-46,849283
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;281,820;-23,659117;-23,669467;283,140;-46,851217;-46,856083
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;412,600;-24,330133;-24,331217;414,335;-47,615750;-47,632000
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;414,714;-24,331783;-24,341583;416,377;-47,635733;-47,646283
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;444,040;-24,491083;-24,536183;449,794;-47,836400;-47,858933
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;474,830;-24,687817;-24,692900;475,620;-47,991133;-47,996200
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;475,740;-24,693683;-24,709433;478,696;-47,997033;-48,019350
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Crescente;487,760;-24,730667;-24,737850;490,428;-48,099150;-48,122067
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;490,393;-24,738067;-24,731333;487,851;-48,121483;-48,099983
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;478,455;-24,708633;-24,703600;477,527;-48,017017;-48,010200
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Decrescente;475,630;-24,693167;-24,688300;474,830;-47,996050;-47,990733
