concessionaria;ano_do_pnv_snv;rodovia_uf;sentido;subtipo_de_pista;numero_de_faixas;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
NOVADUTRA;1999;BR-116/SP;Decrescente;Dupla;2;35,651;-22,660112;-22,862941;72,000;-44,972290;-45,237111
NOVADUTRA;1999;BR-116/SP;Decrescente;Multifaixa;3;72,001;-22,862935;-22,873182;74,000;-45,237105;-45,252355
NOVADUTRA;1999;BR-116/SP;Decrescente;Dupla;2;74,001;-22,873220;-22,988697;100,600;-45,252340;-45,477121
NOVADUTRA;1999;BR-116/SP;Decrescente;Multifaixa;3;100,601;-22,988692;-22,995675;102,200;-45,477113;-45,490986
NOVADUTRA;1999;BR-116/SP;Decrescente;Dupla;2;102,201;-22,995671;-23,185750;145,000;-45,490977;-45,852410
NOVADUTRA;1999;BR-116/SP;Decrescente;Multifaixa;3;145,001;-23,185746;-23,192543;146,600;-45,852401;-45,866046
NOVADUTRA;1999;BR-116/SP;Decrescente;Dupla;2;146,601;-23,192539;-23,228047;152,530;-45,866037;-45,908858
NOVADUTRA;1999;BR-116/SP;Decrescente;Multifaixa;3;152,531;-23,228041;-23,233376;153,360;-45,908849;-45,914578
NOVADUTRA;1999;BR-116/SP;Decrescente;Dupla;2;153,361;-23,233371;-23,236851;153,900;-45,914570;-45,918309
NOVADUTRA;1999;BR-116/SP;Decrescente;Multifaixa;3;153,901;-23,236846;-23,259419;158,000;-45,918301;-45,949853
NOVADUTRA;1999;BR-116/SP;Decrescente;Dupla;2;158,001;-23,259416;-23,347597;182,800;-45,949844;-46,167288
NOVADUTRA;1999;BR-116/SP;Decrescente;Multifaixa;3;182,801;-23,347593;-23,349198;183,300;-46,167279;-46,171898
NOVADUTRA;1999;BR-116/SP;Decrescente;Dupla;2;183,301;-23,349195;-23,400462;198,400;-46,171889;-46,304548
NOVADUTRA;1999;BR-116/SP;Decrescente;Multifaixa;3;198,401;-23,400461;-23,406311;201,700;-46,304538;-46,335749
NOVADUTRA;1999;BR-116/SP;Decrescente;Dupla;2;201,701;-23,406307;-23,409903;202,700;-46,335740;-46,344445
NOVADUTRA;1999;BR-116/SP;Decrescente;Multifaixa;3;202,701;-23,409901;-23,412197;204,000;-46,344435;-46,356386
NOVADUTRA;1999;BR-116/SP;Decrescente;Dupla;2;204,001;-23,412195;-23,414880;205,060;-46,356376;-46,366654
NOVADUTRA;1999;BR-116/SP;Decrescente;Multifaixa;3;205,061;-23,414876;-23,527352;231,600;-46,366645;-46,589258
NOVADUTRA;1999;BR-116/RJ;Decrescente;Dupla;2;163,000;-22,819927;-22,563715;265,700;-43,320337;-44,122139
NOVADUTRA;1999;BR-116/RJ;Decrescente;Multifaixa;3;265,701;-22,558072;-22,542414;274,000;-44,125472;-44,190952
NOVADUTRA;1999;BR-116/RJ;Decrescente;Dupla;2;274,001;-22,542414;-22,513002;333,600;-44,190952;-44,698055
NOVADUTRA;1999;BR-116/RJ;Crescente;Dupla;2;163,000;-22,819896;-22,733657;190,210;-43,320222;-43,556253
NOVADUTRA;1999;BR-116/RJ;Crescente;Dupla;2;190,211;-22,733657;-22,718370;205,480;-43,556253;-43,701357
NOVADUTRA;1999;BR-116/RJ;Crescente;Dupla;2;205,481;-22,718352;-22,620205;239,000;-43,701354;-43,926035
NOVADUTRA;1999;BR-116/RJ;Crescente;Multifaixa;3;239,001;-22,620200;-22,599698;242,000;-43,926043;-43,940309
NOVADUTRA;1999;BR-116/RJ;Crescente;Dupla;2;242,001;-22,599693;-22,584591;255,000;-43,940317;-44,049964
NOVADUTRA;1999;BR-116/RJ;Crescente;Multifaixa;3;255,001;-22,584593;-22,591757;258,000;-44,049973;-44,077655
NOVADUTRA;1999;BR-116/RJ;Crescente;Dupla;2;258,001;-22,591757;-22,513002;333,600;-44,077655;-44,698055
NOVADUTRA;1999;BR-116/SP;Crescente;Dupla;2;0,000;-22,514010;-22,584800;22,200;-44,700097;-44,878915
NOVADUTRA;1999;BR-116/SP;Crescente;Multifaixa;3;22,201;-22,584807;-22,604302;24,960;-44,878922;-44,893376
NOVADUTRA;1999;BR-116/SP;Crescente;Dupla;2;24,961;-22,604308;-22,625732;28,620;-44,893429;-44,917806
NOVADUTRA;1999;BR-116/SP;Crescente;Multifaixa;3;28,621;-22,625735;-22,638076;31,080;-44,917815;-44,937289
NOVADUTRA;1999;BR-116/SP;Crescente;Dupla;2;31,081;-22,638083;-22,923249;85,340;-44,937295;-45,347089
NOVADUTRA;1999;BR-116/SP;Crescente;Multifaixa;3;85,341;-22,923253;-22,929227;86,815;-45,347097;-45,359020
NOVADUTRA;1999;BR-116/SP;Crescente;Dupla;2;86,816;-22,929227;-23,000027;103,230;-45,359020;-45,499923
NOVADUTRA;1999;BR-116/SP;Crescente;Multifaixa;3;103,231;-23,000031;-23,009972;105,500;-45,499932;-45,519162
NOVADUTRA;1999;Saída km 178/RJ;Crescente;Simples;1;177,800;-22,750297;-22,749211;178,000;-43,440367;-43,441919
NOVADUTRA;1999;Acesso km 178/RJ;Crescente;Simples;1;178,000;-22,748434;-22,747476;178,200;-43,443048;-43,444451
NOVADUTRA;1999;Saída km 190,3/RJ;Crescente;Simples;1;190,000;-22,734556;-22,732609;190,380;-43,554774;-43,557459
NOVADUTRA;1999;Saída km 205,6/RJ;Crescente;Simples;1;205,500;-22,718159;-22,718288;205,600;-43,702488;-43,701629
NOVADUTRA;1999;Acesso km 209,1/RJ;Crescente;Simples;1;209,100;-22,711949;-22,709765;209,330;-43,735091;-43,736264
NOVADUTRA;1999;Saída km 258,2/RJ;Crescente;Simples;1;257,750;-22,592696;-22,591743;258,200;-44,073720;-44,077656
NOVADUTRA;1999;Saída km 296,1/RJ;Crescente;Simples;1;295,850;-22,452088;-22,452140;296,100;-44,355331;-44,356314
NOVADUTRA;1999;Acesso km 296,1/RJ;Crescente;Simples;1;296,100;-22,452368;-22,452780;296,700;-44,358452;-44,362912
NOVADUTRA;1999;Acesso km 71/SP;Crescente;Simples;1;71,000;-22,859505;-22,861828;71,340;-45,234264;-45,236356
NOVADUTRA;1999;Acesso km 99,1/SP;Crescente;Simples;1;99,100;-22,982526;-22,983196;99,250;-45,465221;-45,466523
NOVADUTRA;1999;Saída posto km 168,4/SP;Crescente;Simples;1;168,200;-23,304628;-23,305294;168,460;-46,033621;-46,035889
NOVADUTRA;1999;Saída km 178,5 (Ayrton Senna)/SP;Crescente;Dupla;2;178,300;-23,324957;-23,327774;178,550;-46,123249;-46,128945
NOVADUTRA;1999;Saída km 71/SP;Decrescente;Simples;1;69,893;-22,859630;-22,860296;71,000;-45,234095;-45,234697
NOVADUTRA;1999;Saída km 99,1/SP;Decrescente;Simples;1;98,940;-22,983299;-22,981326;99,420;-45,466302;-45,462380
NOVADUTRA;1999;Acesso km 178,5 (Ayrton Senna)/SP;Decrescente;Simples;1;178,400;-23,325535;-23,328074;179,100;-46,123937;-46,128791
NOVADUTRA;1999;Saída km 190,3/RJ;Decrescente;Simples;1;190,100;-22,733347;-22,732107;190,350;-43,556927;-43,558420
NOVADUTRA;1999;Acesso km 190,3/RJ;Decrescente;Simples;1;190,300;-22,734436;-22,733713;190,450;-43,555487;-43,556473
NOVADUTRA;1999;Acesso km 205,6/RJ;Decrescente;Simples;1;205,950;-22,718492;-22,718813;205,600;-43,702587;-43,699481
NOVADUTRA;1999;Acesso km 208,5/RJ;Decrescente;Simples;1;208,500;-22,715394;-22,714853;209,000;-43,724037;-43,727951
NOVADUTRA;1999;Saída km 265,7 (Barra Mansa)/RJ;Decrescente;Simples;1;265,340;-22,558928;-22,557281;265,700;-44,124540;-44,126993
RODOVIA DO AÇO;2016;Alça Sul (Estrada União Indústria)/RJ;Decrescente;Simples;1;3,250;-22,103002;-22,122383;0,000;-43,213791;-43,232273
RODOVIA DO AÇO;2016;Alça de Entrada da BR-040/RJ;Crescente;Simples;1;166,099;-22,126008;-22,125850;166,199;-43,154109;-43,155065
RODOVIA DO AÇO;2016;Alça de Saída da BR-040/RJ;Decrescente;Simples;1;166,199;-22,125850;-22,126008;166,099;-43,155065;-43,154109
RODOVIA DO AÇO;2016;Alça Sul (Estrada União Indústria)/RJ;Crescente;Simples;1;0,000;-22,122383;-22,103002;3,250;-43,232273;-43,213791
TRANSBRASILIANA;2015;Variante/SP;Crescente;Simples;1;336,000;-22,910386;-22,927377;338,100;-49,889581;-49,890597
TRANSBRASILIANA;2015;Variante/SP;Decrescente;Simples;1;338,100;-22,927377;-22,910386;336,000;-49,890597;-49,889581
TRANSBRASILIANA;2015;SP-333/SP;Crescente;Dupla;2;314,290;-22,086432;-22,179746;327,100;-49,899931;-49,972059
TRANSBRASILIANA;2015;SP-333/SP;Decrescente;Dupla;2;327,100;-22,179746;-22,086432;314,290;-49,972059;-49,899931
TRANSBRASILIANA;2015;SP-294/SP;Crescente;Dupla;2;458,000;-22,181132;-22,233194;452,050;-49,972285;-49,970878
TRANSBRASILIANA;2015;SP-294/SP;Crescente;Dupla;2;452,049;-22,233510;-22,228595;449,600;-49,970073;-49,958262
TRANSBRASILIANA;2015;SP-294/SP;Crescente;Dupla;2;449,599;-22,228883;-22,231369;446,700;-49,958079;-49,918697
TRANSBRASILIANA;2015;SP-294/SP;Decrescente;Dupla;2;446,700;-22,231369;-22,228883;449,599;-49,918697;-49,958079
TRANSBRASILIANA;2015;SP-294/SP;Decrescente;Dupla;2;449,600;-22,228595;-22,233510;452,049;-49,958262;-49,970073
TRANSBRASILIANA;2015;SP-294/SP;Decrescente;Dupla;2;452,050;-22,233194;-22,181132;458,000;-49,970878;-49,972285
VIA 040;2010;BR-40/DF;Crescente;Dupla;2;0,000;-15,976935;-15,976935;8,400;-47,990038;-47,990038
VIA 040;2010;BR-40/GO;Crescente;Dupla;2;0,000;-16,051171;-16,249326;24,541;-47,981581;-47,903581
VIA 040;2010;BR-40/GO;Crescente;Simples;1;24,542;-16,249326;-16,252154;24,907;-47,903581;-47,901473
VIA 040;2010;BR-40/GO;Crescente;Dupla;2;24,908;-16,252154;-16,362026;40,160;-47,901473;-47,831031
VIA 040;2010;BR-40/GO;Crescente;Multifaixa;2;40,161;-16,362026;-16,456481;51,648;-47,831031;-47,807679
VIA 040;2010;BR-40/GO;Crescente;Dupla;2;51,649;-16,456481;-16,512093;58,090;-47,807679;-47,810121
VIA 040;2010;BR-40/GO;Crescente;Multifaixa;2;58,091;-16,512093;-16,600971;69,486;-47,810121;-47,772732
VIA 040;2010;BR-40/GO;Crescente;Dupla;2;69,487;-16,600971;-16,630421;74,356;-47,772732;-47,739349
VIA 040;2010;BR-40/GO;Crescente;Simples;1;74,357;-16,630421;-16,664280;79,102;-47,739349;-47,719553
VIA 040;2010;BR-40/GO;Crescente;Dupla;2;79,103;-16,664280;-16,712222;86,543;-47,719553;-47,673214
VIA 040;2010;BR-40/GO;Crescente;Multifaixa;2;86,544;-16,712222;-16,824434;105,298;-47,673214;-47,548626
VIA 040;2010;BR-40/GO;Crescente;Dupla;2;105,299;-16,824434;-16,906642;129,662;-47,548626;-47,351187
VIA 040;2010;BR-40/GO;Crescente;Simples;1;129,663;-16,906642;-17,034681;156,700;-47,351187;-47,162636
VIA 040;2010;BR-40/MG;Crescente;Simples;1;0,000;-17,034534;-17,210701;39,901;-47,160908;-46,883126
VIA 040;2010;BR-40/MG;Crescente;Multifaixa;2;39,902;-17,210701;-17,755360;144,832;-46,883126;-46,164341
VIA 040;2010;BR-40/MG;Crescente;Simples;1;144,833;-17,755360;-17,881369;160,213;-46,164341;-46,126294
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;160,214;-17,881369;-17,945394;172,692;-46,126294;-46,036615
VIA 040;2010;BR-40/MG;Crescente;Multifaixa;2;172,693;-17,945394;-18,250514;286,000;-46,036615;-45,164088
VIA 040;2010;BR-40/MG;Crescente;Multifaixa;2;286,001;-18,250514;-18,757960;361,000;-45,164088;-44,844080
VIA 040;2010;BR-40/MG;Crescente;Simples;1;361,001;-18,757960;-19,138434;413,800;-44,844080;-44,614876
VIA 040;2010;BR-40/MG;Crescente;Simples;1;413,801;-19,138434;-19,153688;422,974;-44,614876;-44,537555
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;422,975;-19,153688;-19,283955;443,000;-44,537555;-44,416749
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;443,001;-19,283955;-19,289350;445,000;-44,416749;-44,400461
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;445,001;-19,289350;-19,488765;473,100;-44,400461;-44,280522
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;473,101;-19,488765;-19,766500;508,900;-44,280522;-44,129671
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;508,901;-19,766500;-19,884842;525,200;-44,129671;-44,050391
VIA 040;2010;BR-40/MG;Crescente;Dupla;3;525,201;-19,884842;-19,926440;532,900;-44,050391;-44,007048
VIA 040;2010;BR-40/MG;Crescente;Dupla;3;532,901;-19,926440;-19,996815;543,500;-44,007048;-43,961847
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;543,501;-19,996815;-20,161490;563,600;-43,961847;-43,964816
VIA 040;2010;BR-40/MG;Crescente;Multifaixa;2;563,601;-20,161490;-20,418577;597,157;-43,964816;-43,885076
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;597,158;-20,418577;-20,421561;597,786;-43,885076;-43,879961
VIA 040;2010;BR-40/MG;Crescente;Multifaixa;2;597,787;-20,421561;-20,784415;645,000;-43,879961;-43,811314
VIA 040;2010;BR-40/MG;Crescente;Multifaixa;2;645,001;-20,784415;-21,196462;698,814;-43,811314;-43,749235
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;698,815;-21,196462;-21,420922;738,500;-43,749235;-43,559082
VIA 040;2010;BR-40/MG;Crescente;Multifaixa;2;738,501;-21,420922;-21,642322;772,898;-43,559082;-43,436596
VIA 040;2010;BR-40/MG;Crescente;Dupla;2;772,899;-21,642322;-21,644494;773,500;-43,436596;-43,436216
VIA 040;2010;BR-40/DF;Decrescente;Dupla;2;8,400;-15,976935;-15,976935;0,000;-47,990038;-47,990038
VIA 040;2010;BR-40/GO;Decrescente;Dupla;2;24,541;-16,249326;-16,051171;0,000;-47,903581;-47,981581
VIA 040;2010;BR-40/GO;Decrescente;Simples;1;24,907;-16,252154;-16,249326;24,542;-47,901473;-47,903581
VIA 040;2010;BR-40/GO;Decrescente;Dupla;2;40,160;-16,362026;-16,252154;24,908;-47,831031;-47,901473
VIA 040;2010;BR-40/GO;Decrescente;Multifaixa;2;51,648;-16,456481;-16,362026;40,161;-47,807679;-47,831031
VIA 040;2010;BR-40/GO;Decrescente;Dupla;2;58,090;-16,512093;-16,456481;51,649;-47,810121;-47,807679
VIA 040;2010;BR-40/GO;Decrescente;Multifaixa;2;69,486;-16,600971;-16,512093;58,091;-47,772732;-47,810121
VIA 040;2010;BR-40/GO;Decrescente;Dupla;2;74,356;-16,630421;-16,600971;69,487;-47,739349;-47,772732
VIA 040;2010;BR-40/GO;Decrescente;Simples;1;79,102;-16,664280;-16,630421;74,357;-47,719553;-47,739349
VIA 040;2010;BR-40/GO;Decrescente;Dupla;2;86,543;-16,712222;-16,664280;79,103;-47,673214;-47,719553
VIA 040;2010;BR-40/GO;Decrescente;Multifaixa;2;105,298;-16,824434;-16,712222;86,544;-47,548626;-47,673214
VIA 040;2010;BR-40/GO;Decrescente;Dupla;2;129,662;-16,906642;-16,824434;105,299;-47,351187;-47,548626
VIA 040;2010;BR-40/GO;Decrescente;Simples;1;156,700;-17,034681;-16,906642;129,663;-47,162636;-47,351187
VIA 040;2010;BR-40/MG;Decrescente;Simples;1;39,901;-17,210701;-17,034534;0,000;-46,883126;-47,160908
VIA 040;2010;BR-40/MG;Decrescente;Multifaixa;2;144,832;-17,755360;-17,210701;39,902;-46,164341;-46,883126
VIA 040;2010;BR-40/MG;Decrescente;Simples;1;160,213;-17,881369;-17,755360;144,833;-46,126294;-46,164341
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;172,692;-17,945394;-17,881369;160,214;-46,036615;-46,126294
VIA 040;2010;BR-40/MG;Decrescente;Multifaixa;2;286,000;-18,250514;-17,945394;172,693;-45,164088;-46,036615
VIA 040;2010;BR-40/MG;Decrescente;Multifaixa;2;361,000;-18,757960;-18,250514;286,001;-44,844080;-45,164088
VIA 040;2010;BR-40/MG;Decrescente;Simples;1;413,800;-19,138434;-18,757960;361,001;-44,614876;-44,844080
VIA 040;2010;BR-40/MG;Decrescente;Simples;1;422,974;-19,153688;-19,138434;413,801;-44,537555;-44,614876
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;443,000;-19,283955;-19,153688;422,975;-44,416749;-44,537555
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;445,000;-19,289350;-19,283955;443,001;-44,400461;-44,416749
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;473,100;-19,488765;-19,289350;445,001;-44,280522;-44,400461
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;508,900;-19,766500;-19,488765;473,101;-44,129671;-44,280522
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;525,200;-19,884842;-19,766500;508,901;-44,050391;-44,129671
VIA 040;2010;BR-40/MG;Decrescente;Dupla;3;532,900;-19,926440;-19,884842;525,201;-44,007048;-44,050391
VIA 040;2010;BR-40/MG;Decrescente;Dupla;3;543,500;-19,996815;-19,926440;532,901;-43,961847;-44,007048
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;563,600;-20,161490;-19,996815;543,501;-43,964816;-43,961847
VIA 040;2010;BR-40/MG;Decrescente;Multifaixa;2;597,157;-20,418577;-20,161490;563,601;-43,885076;-43,964816
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;597,786;-20,421561;-20,418577;597,158;-43,879961;-43,885076
VIA 040;2010;BR-40/MG;Decrescente;Multifaixa;2;645,000;-20,784415;-20,421561;597,787;-43,811314;-43,879961
VIA 040;2010;BR-40/MG;Decrescente;Multifaixa;2;698,814;-21,196462;-20,784415;645,001;-43,749235;-43,811314
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;738,500;-21,420922;-21,196462;698,815;-43,559082;-43,749235
VIA 040;2010;BR-40/MG;Decrescente;Multifaixa;2;772,898;-21,642322;-21,420922;738,501;-43,436596;-43,559082
VIA 040;2010;BR-40/MG;Decrescente;Dupla;2;773,500;-21,644494;-21,642322;772,899;-43,436216;-43,436596
VIA BAHIA;2003;528/BA;Crescente;Simples;1;0,000;-12,813802;-12,833085;4,300;-38,486355;-38,460980
VIA BAHIA;2003;528/BA;Decrescente;Simples;1;0,000;-12,813852;-12,833085;4,300;-38,486455;-38,460980
VIA BAHIA;2003;526/BA;Crescente;Simples;1;0,000;-12,833631;-12,820732;9,300;-38,460278;-38,407936
VIA BAHIA;2003;526/BA;Decrescente;Simples;1;0,000;-12,833670;-12,820669;9,300;-38,460325;-38,407927
VIA BAHIA;2003;CONTORNO - VC/BA;Decrescente;Simples;1;0,000;-14,827933;-14,828597;29,956;-40,827983;-40,827509
VIA BAHIA;2003;CONTORNO - VC/BA;Crescente;Simples;1;0,000;-14,828036;-14,828674;29,956;-40,828109;-40,827602
VIA BAHIA;2003;CONTORNO SUL - FS1/BA;Crescente;Dupla;2;7,001;-12,268966;-12,230586;7,900;-38,988296;-38,965954
VIA BAHIA;2003;CONTORNO SUL - FS1/BA;Decrescente;Dupla;2;7,001;-12,269061;-12,230689;7,900;-38,988410;-38,965939
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;426,461;-12,270336;-12,380060;446,400;-38,991635;-39,126401
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;426,461;-12,270185;-12,379950;446,400;-38,991631;-39,126531
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;446,401;-12,380061;-12,408385;453,020;-39,126402;-39,179320
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;446,401;-12,379951;-12,408184;453,020;-39,126532;-39,179419
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;453,021;-12,408386;-12,435376;458,500;-39,179321;-39,221375
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;453,021;-12,408185;-12,435234;458,500;-39,179420;-39,214890
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;458,501;-12,435377;-12,449967;462,000;-39,221376;-39,249270
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;458,501;-12,435235;-12,449788;462,000;-39,214891;-39,249309
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;462,001;-12,449968;-12,457938;463,960;-39,249271;-39,265249
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;462,001;-12,449789;-12,457798;463,960;-39,249310;-39,265346
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;463,961;-12,457939;-12,468507;466,520;-39,265250;-39,286696
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;463,961;-12,457798;-12,468349;466,520;-39,265347;-39,286808
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;466,521;-12,468508;-12,492489;472,400;-39,286697;-39,335099
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;466,521;-12,468350;-12,492307;472,400;-39,286809;-39,335205
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;472,401;-12,492490;-12,496528;473,400;-39,335099;-39,343266
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;472,401;-12,492308;-12,496359;473,400;-39,335206;-39,343375
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;473,401;-12,496529;-12,578336;493,600;-39,343267;-39,509319
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;473,401;-12,496360;-12,577937;493,600;-39,343376;-39,509531
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;501,451;-12,613023;-12,615063;501,950;-39,568830;-39,572934
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;575,951;-13,087423;-13,100216;577,245;-39,962737;-39,963907
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;828,621;-14,897990;-14,898669;828,710;-40,866824;-40,867254
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;828,621;-14,897965;-14,898653;828,710;-40,866930;-40,867311
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Crescente;Dupla;2;0,000;-12,272002;-12,268965;7,000;-38,935914;-38,988295
VIA BAHIA;2003;CONTORNO NORTE  - FS - 324/BA;Crescente;Simples;1;512,600;-12,230905;-12,271950;519,500;-38,962356;-38,935833
VIA BAHIA;2003;CONTORNO NORTE  - FS - 324/BA;Decrescente;Simples;1;512,600;-12,230679;-12,271922;519,500;-38,962344;-38,935875
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Decrescente;Dupla;2;0,000;-12,272083;-12,269060;7,000;-38,935769;-38,988409
VIA BAHIA;2003;CONTORNO NORTE - FS - 116/BA;Crescente;Simples;1;422,000;-12,230578;-12,255374;426,200;-38,965948;-38,989400
VIA BAHIA;2003;CONTORNO NORTE - FS - 116/BA;Decrescente;Simples;1;422,000;-12,230700;-12,255389;426,200;-38,965892;-38,989265
VIA BAHIA;2003;BR-116/BA;Decrescente;Simples;1;425,800;-12,268505;-12,270336;426,460;-38,987606;-38,991635
VIA BAHIA;2003;BR-116/BA;Crescente;Simples;1;425,800;-12,268455;-12,270185;426,460;-38,987681;-38,991631
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;577,091;-13,098929;-13,155473;588,750;-39,963423;-39,998066
VIA BAHIA;2003;BR-116/BA;Crescente;Simples;1;577,246;-13,100217;-13,161125;589,400;-39,963908;-39,999553
VIA BAHIA;2003;BR-116/BA;Decrescente;Simples;1;588,751;-13,155474;-13,200303;594,320;-39,998067;-40,011673
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;589,401;-13,161126;-13,200261;594,320;-39,999554;-40,011750
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;594,321;-13,200304;-13,223253;597,920;-40,011674;-40,025867
VIA BAHIA;2003;BR-116/BA;Crescente;Simples;1;594,321;-13,200262;-13,833880;669,770;-40,011751;-40,106357
VIA BAHIA;2003;BR-116/BA;Decrescente;Simples;1;597,921;-13,223254;-13,558795;637,660;-40,025868;-40,076209
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;669,771;-13,833881;-13,835631;669,960;-40,106358;-40,106303
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;637,661;-13,558796;-13,613047;644,530;-40,076210;-40,091299
VIA BAHIA;2003;BR-116/BA;Crescente;Simples;1;669,961;-13,835632;-14,823646;817,910;-40,106304;-40,818796
VIA BAHIA;2003;BR-116/BA;Decrescente;Simples;1;644,531;-13,613048;-13,833755;669,770;-40,091299;-40,106189
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;817,911;-14,823647;-14,826879;818,670;-40,818797;-40,825030
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;669,771;-13,833756;-13,835813;669,960;-40,106190;-40,106102
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;3;818,671;-14,826880;-14,827423;818,810;-40,825031;-40,826165
VIA BAHIA;2003;BR-116/BA;Decrescente;Simples;1;669,961;-13,835814;-14,829865;819,820;-40,106103;-40,835560
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;818,811;-14,827424;-14,831416;820,070;-40,826166;-40,837517
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;819,821;-14,829866;-14,837731;821,105;-40,835561;-40,842367
VIA BAHIA;2003;BR-116/BA;Crescente;Simples;1;820,071;-14,831417;-14,846582;822,195;-40,837518;-40,848108
VIA BAHIA;2003;BR-116/BA;Decrescente;Simples;1;821,106;-14,837731;-14,846566;822,195;-40,842367;-40,847945
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;822,196;-14,846583;-14,884508;826,850;-40,848109;-40,858500
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;822,196;-14,846567;-14,884550;826,850;-40,847946;-40,858442
VIA BAHIA;2003;BR-116/BA;Crescente;Simples;1;826,851;-14,884509;-14,890745;827,650;-40,858501;-40,862402
VIA BAHIA;2003;BR-116/BA;Decrescente;Simples;1;826,851;-14,884551;-14,890769;827,650;-40,858443;-40,862345
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;827,651;-14,890746;-14,891835;827,800;-40,862403;-40,863071
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;827,651;-14,890770;-14,891874;827,800;-40,862346;-40,863014
VIA BAHIA;2003;BR-116/BA;Crescente;Simples;1;827,801;-14,891835;-14,893049;827,985;-40,863071;-40,863832
VIA BAHIA;2003;BR-116/BA;Decrescente;Simples;1;827,801;-14,891874;-14,893065;827,985;-40,863014;-40,863767
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;827,986;-14,893050;-14,894982;828,240;-40,863833;-40,865035
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;827,986;-14,893066;-14,895005;828,240;-40,863768;-40,864960
VIA BAHIA;2003;BR-116/BA;Crescente;Simples;1;828,241;-14,894983;-14,896158;828,380;-40,865036;-40,865771
VIA BAHIA;2003;BR-116/BA;Decrescente;Simples;1;828,241;-14,895006;-14,896203;828,380;-40,864961;-40,865706
VIA BAHIA;2003;BR-116/BA;Crescente;Dupla;2;828,381;-14,896159;-14,897068;828,500;-40,865772;-40,866381
VIA BAHIA;2003;BR-116/BA;Decrescente;Dupla;2;828,381;-14,896204;-14,897115;828,500;-40,865707;-40,866280
VIA BAHIA;2003;BR-116/BA;Crescente;Simples;1;828,501;-14,897069;-14,897964;828,620;-40,866382;-40,866929
