concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_perfil_de_terreno;km_m_inicial;latitude_inicial;longitude_inicial;latitude_final;km_m_final;longitude_final
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;79,221;-26,548900;-50,223836;-26,550900;79,440;-50,223625
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;79,441;-26,550900;-50,223625;-26,554300;79,820;-50,223261
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;79,821;-26,554300;-50,223261;-26,555100;79,910;-50,223167
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;79,911;-26,555100;-50,223167;-26,555800;79,990;-50,223092
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;79,991;-26,555800;-50,223092;-26,556500;80,080;-50,223017
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;80,081;-26,556500;-50,223017;-26,558300;80,280;-50,222826
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;80,281;-26,558300;-50,222826;-26,560300;80,500;-50,222611
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;80,501;-26,560300;-50,222611;-26,561200;80,600;-50,222517
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;80,601;-26,561200;-50,222517;-26,561900;80,680;-50,222437
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;80,681;-26,561900;-50,222437;-26,564100;80,920;-50,222205
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;80,921;-26,564100;-50,222205;-26,564600;80,980;-50,222148
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;80,981;-26,564600;-50,222148;-26,566100;81,120;-50,221988
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;81,121;-26,566100;-50,221988;-26,567200;81,250;-50,221866
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;81,251;-26,567200;-50,221866;-26,568100;81,350;-50,221770
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;81,351;-26,568100;-50,221770;-26,568900;81,440;-50,221684
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;81,441;-26,568900;-50,221684;-26,570700;81,640;-50,221525
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;81,641;-26,570700;-50,221525;-26,572300;81,820;-50,221549
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;81,821;-26,572300;-50,221549;-26,581200;82,020;-50,222726
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;82,021;-26,581200;-50,222726;-26,575000;82,130;-50,221880
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;82,131;-26,575000;-50,221880;-26,575900;82,230;-50,222003
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;82,231;-26,575900;-50,222003;-26,576600;82,300;-50,222088
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;82,301;-26,576600;-50,222088;-26,577400;82,400;-50,222211
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;82,401;-26,577400;-50,222211;-26,577900;82,450;-50,222272
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;82,451;-26,577900;-50,222272;-26,579000;82,570;-50,222425
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;82,571;-26,579000;-50,222425;-26,580400;82,740;-50,222626
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;82,741;-26,580400;-50,222626;-26,582200;82,940;-50,222872
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;82,941;-26,582200;-50,222872;-26,583600;83,090;-50,223055
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;83,091;-26,583600;-50,223055;-26,585200;83,270;-50,223277
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;83,271;-26,585200;-50,223277;-26,589400;83,740;-50,223851
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;83,741;-26,589400;-50,223851;-26,591100;83,940;-50,224096
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;83,941;-26,591100;-50,224096;-26,593200;84,150;-50,224439
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;84,151;-26,593200;-50,224439;-26,594500;84,300;-50,224726
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;84,301;-26,594500;-50,224726;-26,599000;84,800;-50,225688
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;84,801;-26,599000;-50,225688;-26,599900;84,900;-50,225880
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;84,901;-26,599900;-50,225880;-26,602000;85,140;-50,226341
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;85,141;-26,602000;-50,226341;-26,604100;85,380;-50,227046
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;85,381;-26,604100;-50,227046;-26,605000;85,490;-50,227429
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;85,491;-26,605000;-50,227429;-26,607200;85,750;-50,228334
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;85,751;-26,607200;-50,228334;-26,609200;85,980;-50,229140
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;85,981;-26,609200;-50,229140;-26,610000;86,100;-50,229482
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;86,101;-26,610000;-50,229482;-26,612300;86,370;-50,230400
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;86,371;-26,612300;-50,230400;-26,613900;86,570;-50,231223
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;86,571;-26,613900;-50,231223;-26,615900;86,870;-50,233340
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;86,871;-26,615900;-50,233340;-26,617100;87,070;-50,234920
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;87,071;-26,617100;-50,234920;-26,620400;87,600;-50,238848
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;87,601;-26,620400;-50,238848;-26,621600;87,800;-50,240326
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;87,801;-26,621600;-50,240326;-26,622600;87,950;-50,241259
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;87,951;-26,622600;-50,241259;-26,623300;88,030;-50,241751
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;88,031;-26,623300;-50,241751;-26,623700;88,080;-50,242005
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;88,081;-26,623700;-50,242005;-26,624700;88,220;-50,242720
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;88,221;-26,624700;-50,242720;-26,627100;88,530;-50,244296
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;88,531;-26,627100;-50,244296;-26,630700;88,990;-50,246643
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;88,991;-26,630700;-50,246643;-26,631500;89,090;-50,247148
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;89,091;-26,631500;-50,247148;-26,633000;89,320;-50,248747
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;89,321;-26,633000;-50,248747;-26,633400;89,400;-50,249390
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;89,401;-26,633400;-50,249390;-26,634500;89,610;-50,251088
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;89,611;-26,634500;-50,251088;-26,635000;89,690;-50,251731
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;89,691;-26,635000;-50,251731;-26,635300;89,760;-50,252256
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;89,761;-26,635300;-50,252256;-26,636500;89,980;-50,254030
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;89,981;-26,636500;-50,254030;-26,636800;90,050;-50,254565
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;90,051;-26,636800;-50,254565;-26,637500;90,170;-50,255537
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;90,171;-26,637500;-50,255537;-26,638200;90,290;-50,256511
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;90,291;-26,638200;-50,256511;-26,638800;90,390;-50,257205
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;90,391;-26,638800;-50,257205;-26,639800;90,540;-50,258190
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;90,541;-26,639800;-50,258190;-26,641100;90,740;-50,259552
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;90,741;-26,641100;-50,259552;-26,644100;91,180;-50,262644
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;91,181;-26,644100;-50,262644;-26,644500;91,230;-50,262985
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;91,231;-26,644500;-50,262985;-26,644700;91,270;-50,263259
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;91,271;-26,644700;-50,263259;-26,645400;91,370;-50,263941
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;91,371;-26,645400;-50,263941;-26,646000;91,450;-50,264517
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;91,451;-26,646000;-50,264517;-26,646500;91,530;-50,265059
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;91,531;-26,646500;-50,265059;-26,647400;91,670;-50,265974
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;91,671;-26,647400;-50,265974;-26,648000;91,770;-50,266654
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;91,771;-26,648000;-50,266654;-26,648200;91,800;-50,266856
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;91,801;-26,648200;-50,266856;-26,650400;92,160;-50,269129
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;92,161;-26,650400;-50,269129;-26,651000;92,240;-50,269669
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;92,241;-26,651000;-50,269669;-26,652400;92,440;-50,270874
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;92,441;-26,652400;-50,270874;-26,653100;92,530;-50,271415
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;92,531;-26,653100;-50,271415;-26,654500;92,710;-50,272435
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;92,711;-26,654500;-50,272435;-26,656400;92,980;-50,273942
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;92,981;-26,656400;-50,273942;-26,657400;93,080;-50,274702
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;93,081;-26,657400;-50,274702;-26,658500;93,230;-50,275553
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;93,231;-26,658500;-50,275553;-26,659500;93,360;-50,276292
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;93,361;-26,659500;-50,276292;-26,661300;93,600;-50,277656
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;93,601;-26,661300;-50,277656;-26,663600;93,910;-50,279443
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;93,911;-26,663600;-50,279443;-26,665100;94,130;-50,280557
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;94,131;-26,665100;-50,280557;-26,665200;94,160;-50,280700
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;94,161;-26,665200;-50,280700;-26,666700;94,360;-50,281834
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;94,361;-26,666700;-50,281834;-26,668300;94,570;-50,283055
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;94,571;-26,668300;-50,283055;-26,669300;94,710;-50,283843
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;94,711;-26,669300;-50,283843;-26,671400;94,980;-50,285380
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;94,981;-26,671400;-50,285380;-26,673600;95,270;-50,287118
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;95,271;-26,673600;-50,287118;-26,675400;95,500;-50,288243
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;95,501;-26,675400;-50,288243;-26,676600;95,660;-50,289035
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;95,661;-26,676600;-50,289035;-26,678100;95,840;-50,289947
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Plano;95,841;-26,678100;-50,289947;-26,680300;96,120;-50,291325
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;96,121;-26,680300;-50,291325;-26,681900;96,330;-50,292370
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;96,331;-26,681900;-50,292370;-26,682700;96,430;-50,292865
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;96,431;-26,682700;-50,292865;-26,685300;96,750;-50,294026
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;96,751;-26,685300;-50,294026;-26,686700;96,910;-50,294231
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;96,911;-26,686700;-50,294231;-26,688000;97,060;-50,294342
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;97,061;-26,688000;-50,294342;-26,690200;97,300;-50,294518
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;97,301;-26,690200;-50,294518;-26,690900;97,380;-50,294547
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;97,381;-26,690900;-50,294547;-26,692500;97,560;-50,294370
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;97,561;-26,692500;-50,294370;-26,692800;97,590;-50,294321
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;97,591;-26,692800;-50,294321;-26,694400;97,770;-50,294023
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;97,771;-26,694400;-50,294023;-26,697500;98,090;-50,293442
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;98,091;-26,697500;-50,293442;-26,698400;98,190;-50,293276
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;98,191;-26,698400;-50,293276;-26,698600;98,220;-50,293226
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;98,221;-26,698600;-50,293226;-26,700100;98,390;-50,292944
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;98,391;-26,700100;-50,292944;-26,706500;99,110;-50,292546
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;99,111;-26,706500;-50,292546;-26,707400;99,210;-50,292562
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;99,211;-26,707400;-50,292562;-26,708300;99,310;-50,292575
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;99,311;-26,708300;-50,292575;-26,709400;99,430;-50,292619
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;99,431;-26,709400;-50,292619;-26,710700;99,590;-50,293135
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;99,591;-26,710700;-50,293135;-26,711300;99,670;-50,293627
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;99,671;-26,711300;-50,293627;-26,711600;99,710;-50,293910
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;99,711;-26,711600;-50,293910;-26,712200;99,790;-50,294410
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;99,791;-26,712200;-50,294410;-26,713800;100,130;-50,297293
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;100,131;-26,713800;-50,297293;-26,714200;100,230;-50,298194
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;100,231;-26,714200;-50,298194;-26,714900;100,390;-50,299636
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;100,391;-26,714900;-50,299636;-26,715400;100,530;-50,300906
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;100,531;-26,715400;-50,300906;-26,716800;100,890;-50,304158
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;100,891;-26,716800;-50,304158;-26,717700;101,090;-50,306049
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;101,091;-26,717700;-50,306049;-26,718000;101,170;-50,306759
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;101,171;-26,718000;-50,306759;-26,718500;101,250;-50,307354
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;101,251;-26,718500;-50,307354;-26,719800;101,420;-50,308128
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;101,421;-26,719800;-50,308128;-26,720500;101,500;-50,308412
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;101,501;-26,720500;-50,308412;-26,725100;102,050;-50,310487
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;102,051;-26,725100;-50,310487;-26,726200;102,190;-50,310883
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;102,191;-26,726200;-50,310883;-26,726700;102,250;-50,311100
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;102,251;-26,726700;-50,311100;-26,728100;102,410;-50,311682
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;102,411;-26,728100;-50,311682;-26,729000;102,520;-50,312041
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;102,521;-26,729000;-50,312041;-26,730600;102,700;-50,312587
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;102,701;-26,730600;-50,312587;-26,733300;103,000;-50,313540
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;103,001;-26,733300;-50,313540;-26,734100;103,100;-50,313848
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;103,101;-26,734100;-50,313848;-26,735200;103,240;-50,314300
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;103,241;-26,735200;-50,314300;-26,736000;103,320;-50,314371
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;103,321;-26,736000;-50,314371;-26,736400;103,370;-50,314438
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;103,371;-26,736400;-50,314438;-26,737700;103,510;-50,314524
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;103,511;-26,737700;-50,314524;-26,738100;103,560;-50,314404
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;103,561;-26,738100;-50,314404;-26,739000;103,660;-50,314167
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;103,661;-26,739000;-50,314167;-26,742400;104,050;-50,314341
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;104,051;-26,742400;-50,314341;-26,743300;104,150;-50,314394
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;104,151;-26,743300;-50,314394;-26,745600;104,410;-50,314533
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;104,411;-26,745600;-50,314533;-26,747600;104,650;-50,315342
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;104,651;-26,747600;-50,315342;-26,747700;104,670;-50,315427
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;104,671;-26,747700;-50,315427;-26,748500;104,770;-50,315935
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;104,771;-26,748500;-50,315935;-26,748600;104,790;-50,316011
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;104,791;-26,748600;-50,316011;-26,749400;104,890;-50,316450
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;104,891;-26,749400;-50,316450;-26,749800;104,940;-50,316759
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;104,941;-26,749800;-50,316759;-26,750600;105,040;-50,317369
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;105,041;-26,750600;-50,317369;-26,755100;105,560;-50,316549
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;105,561;-26,755100;-50,316549;-26,754388;106,500;-50,322923
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;106,501;-26,754388;-50,322923;-26,754369;106,580;-50,323726
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;106,581;-26,754369;-50,323726;-26,756200;107,160;-50,328685
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;107,161;-26,756200;-50,328685;-26,756700;107,240;-50,329205
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;107,241;-26,756700;-50,329205;-26,752900;107,900;-50,332631
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;107,901;-26,752900;-50,332631;-26,752054;108,100;-50,334595
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;108,101;-26,752054;-50,334595;-26,752141;108,180;-50,335391
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;108,181;-26,752141;-50,335391;-26,752800;108,320;-50,336598
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;108,321;-26,752800;-50,336598;-26,758100;109,600;-50,346739
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;109,601;-26,758100;-50,346739;-26,758200;109,700;-50,347734
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;109,701;-26,758200;-50,347734;-26,759100;109,930;-50,349721
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;109,931;-26,759100;-50,349721;-26,760100;110,110;-50,351007
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Montanhoso;110,111;-26,760100;-50,351007;-26,760600;110,180;-50,351512
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;110,181;-26,760600;-50,351512;-26,762900;110,450;-50,352272
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;110,451;-26,762900;-50,352272;-26,766600;110,870;-50,351176
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;110,871;-26,766600;-50,351176;-26,767400;110,970;-50,350897
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;110,971;-26,767400;-50,350897;-26,771700;111,450;-50,349490
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;111,451;-26,771700;-50,349490;-26,772200;111,510;-50,349322
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;111,511;-26,772200;-50,349322;-26,779500;112,330;-50,346953
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Perfil Ondulado;112,331;-26,779500;-50,346953;-26,781800;112,600;-50,346197
