concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_perfil_de_terreno;km_m_inicial;latitude_inicial;longitude_inicial;latitude_final;km_m_final;longitude_final
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;27,371;-22,056232;-42,794762;-22,060568;27,888;-42,793838
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;7,787;-21,923216;-42,700193;-21,925327;8,131;-42,702541
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;47,041;-22,176294;-42,839855;-22,175394;47,488;-42,844003
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;8,132;-21,925327;-42,702541;-21,932015;8,886;-42,703745
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;65,886;-22,296657;-42,935238;-22,300271;66,283;-42,935394
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;66,284;-22,300271;-42,935394;-22,306565;66,985;-42,936377
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;66,986;-22,306565;-42,936377;-22,309909;67,382;-42,937911
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;10,504;-21,939734;-42,716771;-21,945461;11,479;-42,724145
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;9,701;-21,936675;-42,709557;-21,939734;10,503;-42,716771
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;68,336;-22,317869;-42,937319;-22,321365;68,756;-42,939010
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;67,682;-22,312297;-42,936580;-22,314492;67,957;-42,937840
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;69,641;-22,329457;-42,938514;-22,334742;70,227;-42,938405
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;8,887;-21,932015;-42,703745;-21,936675;9,700;-42,709557
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;13,661;-21,959996;-42,736114;-21,963427;14,239;-42,740398
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;12,245;-21,949567;-42,730190;-21,952471;12,704;-42,733269
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;11,843;-21,947727;-42,726796;-21,949567;12,244;-42,730190
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;12,705;-21,952471;-42,733269;-21,956339;13,239;-42,736290
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;67,383;-22,309909;-42,937911;-22,312297;67,681;-42,936580
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;13,240;-21,956339;-42,736290;-21,959996;13,660;-42,736114
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;68,757;-22,321365;-42,939010;-22,329457;69,640;-42,938514
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;67,958;-22,314492;-42,937840;-22,317869;68,335;-42,937319
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;11,480;-21,945461;-42,724145;-21,947727;11,842;-42,726796
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;14,240;-21,963427;-42,740398;-21,972883;15,425;-42,746273
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;16,033;-21,978076;-42,748452;-21,979412;16,407;-42,751671
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;71,972;-22,350554;-42,940391;-22,353497;72,351;-42,942359
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;16,408;-21,979412;-42,751671;-21,981467;16,763;-42,754220
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;72,352;-22,353497;-42,942359;-22,355588;72,582;-42,942319
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;17,877;-21,989255;-42,759592;-21,989386;18,163;-42,762202
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;70,228;-22,334742;-42,938405;-22,346420;71,507;-42,939379
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;71,508;-22,346420;-42,939379;-22,350554;71,971;-42,940391
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;17,425;-21,987307;-42,755825;-21,989255;17,876;-42,759592
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;18,164;-21,989386;-42,762202;-21,991628;18,458;-42,762808
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;16,764;-21,981467;-42,754220;-21,987307;17,424;-42,755825
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;72,583;-22,355588;-42,942319;-22,358080;72,888;-42,941396
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;18,459;-21,991628;-42,762808;-21,997869;19,188;-42,760730
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;74,295;-22,361232;-42,948689;-22,363516;74,603;-42,950461
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;73,649;-22,363512;-42,943648;-22,361777;73,907;-42,945400
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;74,604;-22,363516;-42,950461;-22,366556;74,986;-42,948860
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;19,189;-21,997869;-42,760730;-22,002290;19,767;-42,762646
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;83,775;-22,434952;-42,947932;-22,437374;84,125;-42,950109
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;19,768;-22,002290;-42,762646;-22,008843;20,512;-42,763507
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;23,639;-22,031809;-42,778054;-22,037214;24,326;-42,781575
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;22,792;-22,025681;-42,773464;-22,027980;23,144;-42,775644
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;25,456;-22,046502;-42,784430;-22,049875;25,891;-42,783543
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;84,992;-22,445025;-42,951772;-22,446871;85,196;-42,951341
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;27,889;-22,060568;-42,793838;-22,064052;28,318;-42,794903
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;85,428;-22,448910;-42,951927;-22,453694;86,022;-42,954575
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;86,023;-22,453694;-42,954575;-22,455396;86,411;-42,957838
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;22,157;-22,020214;-42,773192;-22,023100;22,484;-42,772527
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;20,513;-22,008843;-42,763507;-22,017710;21,799;-42,771054
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;25,892;-22,049875;-42,783543;-22,051090;26,535;-42,789565
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;21,800;-22,017710;-42,771054;-22,020214;22,156;-42,773192
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;26,536;-22,051090;-42,789565;-22,053563;26,947;-42,792082
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;84,126;-22,437374;-42,950109;-22,445025;84,991;-42,951772
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;23,145;-22,027980;-42,775644;-22,031809;23,638;-42,778054
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;24,327;-22,037214;-42,781575;-22,041255;24,809;-42,782374
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;85,197;-22,446871;-42,951341;-22,448910;85,427;-42,951927
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;26,948;-22,053563;-42,792082;-22,056232;27,370;-42,794762
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;97,040;-22,485705;-43,000551;-22,486729;97,220;-43,001880
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;98,419;-22,493223;-43,004973;-22,493911;98,592;-43,003452
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;22,485;-22,023100;-42,772527;-22,025681;22,791;-42,773464
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;24,810;-22,041255;-42,782374;-22,046502;25,455;-42,784430
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;98,212;-22,491659;-43,006075;-22,493223;98,418;-43,004973
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;29,775;-22,076830;-42,797186;-22,079317;30,231;-42,799205
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;28,319;-22,064052;-42,794903;-22,071871;29,196;-42,795849
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;30,232;-22,079317;-42,799205;-22,081416;30,850;-42,804732
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;98,593;-22,493911;-43,003452;-22,496565;98,920;-43,002246
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;98,921;-22,496565;-43,002246;-22,498150;99,114;-43,002569
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;29,197;-22,071871;-42,795849;-22,076830;29,774;-42,797186
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;99,307;-22,498326;-43,000730;-22,498235;99,602;-42,997797
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;31,441;-22,083033;-42,809873;-22,082391;31,788;-42,813068
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;30,851;-22,081416;-42,804732;-22,083033;31,440;-42,809873
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;32,175;-22,085368;-42,812365;-22,089617;32,753;-42,809036
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;31,789;-22,082391;-42,813068;-22,085368;32,174;-42,812365
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;33,193;-22,093151;-42,807261;-22,097705;33,724;-42,805754
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;32,754;-22,089617;-42,809036;-22,093151;33,192;-42,807261
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;99,603;-22,498235;-42,997797;-22,500273;99,879;-42,997918
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;34,837;-22,101970;-42,796682;-22,104322;35,428;-42,791457
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;35,429;-22,104322;-42,791457;-22,107036;35,832;-42,788828
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;36,700;-22,112441;-42,782982;-22,117794;37,339;-42,780769
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;37,340;-22,117794;-42,780769;-22,122836;37,936;-42,779016
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;34,424;-22,100080;-42,799857;-22,101970;34,836;-42,796682
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;99,115;-22,498150;-43,002569;-22,498326;99,306;-43,000730
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;35,833;-22,107036;-42,788828;-22,112441;36,699;-42,782982
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;99,880;-22,500273;-42,997918;-22,502121;100,238;-43,000873
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;38,506;-22,127712;-42,780914;-22,131089;38,931;-42,779140
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;33,725;-22,097705;-42,805754;-22,100080;34,423;-42,799857
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;38,932;-22,131089;-42,779140;-22,136751;39,705;-42,783032
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;100,239;-22,502121;-43,000873;-22,503116;100,391;-43,000405
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;40,988;-22,144702;-42,792413;-22,148562;41,801;-42,799293
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;37,937;-22,122836;-42,779016;-22,127712;38,505;-42,780914
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;39,706;-22,136751;-42,783032;-22,144702;40,987;-42,792413
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;41,802;-22,148562;-42,799293;-22,153032;42,435;-42,803233
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;100,789;-22,502856;-42,996871;-22,504746;101,000;-42,996963
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Plano;130,981;-22,653495;-43,157489;-22,647736;133,560;-43,182444
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Plano;133,561;-22,647736;-43,182444;-22,647195;134,208;-43,188863
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Plano;123,047;-22,656482;-43,088500;-22,665369;124,418;-43,097993
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;43,892;-22,162038;-42,812832;-22,166432;44,854;-42,821019
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Plano;139,952;-22,655301;-43,244053;-22,667954;142,629;-43,266882
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;43,029;-22,158095;-42,805431;-22,162038;43,891;-42,812832
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;42,436;-22,153032;-42,803233;-22,158095;43,028;-42,805431
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Plano;110,827;-22,575569;-43,009571;-22,568011;109,723;-43,002463
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Plano;109,722;-22,568011;-43,002463;-22,555834;108,091;-42,992951
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Plano;108,090;-22,555834;-42,992951;-22,547504;107,083;-42,988795
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;44,855;-22,166432;-42,821019;-22,173206;46,449;-42,835026
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Plano;107,082;-22,547504;-42,988795;-22,543325;106,496;-42,985270
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;47,489;-22,175394;-42,844003;-22,175769;47,722;-42,845861
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;104,203;-22,527202;-42,998709;-22,525188;103,983;-42,998636
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;47,945;-22,177563;-42,846911;-22,181918;48,620;-42,851689
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;104,526;-22,529302;-42,996576;-22,527202;104,204;-42,998709
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;47,723;-22,175769;-42,845861;-22,177563;47,944;-42,846911
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;103,982;-22,525188;-42,998636;-22,524278;103,710;-43,000962
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;49,326;-22,186323;-42,856801;-22,187777;49,694;-42,859921
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;103,408;-22,521814;-43,000682;-22,520105;103,097;-43,002996
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Plano;105,825;-22,538260;-42,988314;-22,533385;105,070;-42,993562
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Plano;105,069;-22,533385;-42,993562;-22,529302;104,527;-42,996576
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;48,621;-22,181918;-42,851689;-22,186323;49,325;-42,856801
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;46,450;-22,173206;-42,835026;-22,176294;47,040;-42,839855
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;49,695;-22,187777;-42,859921;-22,190426;50,355;-42,865787
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;51,648;-22,200363;-42,869957;-22,204117;52,370;-42,875795
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;50,356;-22,190426;-42,865787;-22,196214;51,004;-42,865856
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;52,890;-22,206316;-42,879879;-22,203686;53,506;-42,885256
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;103,709;-22,524278;-43,000962;-22,521814;103,409;-43,000682
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;51,005;-22,196214;-42,865856;-22,200363;51,647;-42,869957
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;52,371;-22,204117;-42,875795;-22,206316;52,889;-42,879879
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;103,096;-22,520105;-43,002996;-22,518610;102,918;-43,002769
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;102,392;-22,514454;-43,000383;-22,510532;101,938;-43,001221
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;53,863;-22,203630;-42,888762;-22,204234;54,058;-42,890577
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;54,360;-22,203588;-42,893393;-22,202822;54,614;-42,895744
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;54,059;-22,204234;-42,890577;-22,203588;54,359;-42,893393
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;54,615;-22,202822;-42,895744;-22,203447;54,741;-42,896748
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;53,507;-22,203686;-42,885256;-22,203630;53,862;-42,888762
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;101,937;-22,510532;-43,001221;-22,508308;101,641;-42,999601
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;55,491;-22,209789;-42,899602;-22,218523;56,510;-42,903309
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;54,742;-22,203447;-42,896748;-22,209789;55,490;-42,899602
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;56,511;-22,218523;-42,903309;-22,222203;56,920;-42,903819
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;101,640;-22,508308;-42,999601;-22,508113;101,435;-42,997673
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;56,921;-22,222203;-42,903819;-22,228308;57,718;-42,908231
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;58,411;-22,233989;-42,911119;-22,238358;58,949;-42,912634
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;57,719;-22,228308;-42,908231;-22,231597;58,117;-42,909957
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;60,564;-22,251900;-42,919173;-22,255233;60,976;-42,921034
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;58,118;-22,231597;-42,909957;-22,233989;58,410;-42,911119
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;58,950;-22,238358;-42,912634;-22,248784;60,199;-42,917876
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;101,145;-22,505879;-42,996224;-22,504337;100,956;-42,997018
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;101,434;-22,508113;-42,997673;-22,505879;101,146;-42,996224
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;100,955;-22,504337;-42,997018;-22,502652;100,757;-42,997097
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;61,696;-22,261386;-42,923516;-22,264266;62,042;-42,923925
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;60,977;-22,255233;-42,921034;-22,261386;61,695;-42,923516
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;62,043;-22,264266;-42,923925;-22,268067;62,484;-42,924849
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;100,756;-22,502652;-42,997097;-22,503186;100,542;-42,998989
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;62,485;-22,268067;-42,924849;-22,271875;62,966;-42,927027
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;63,386;-22,275586;-42,927043;-22,280588;63,946;-42,928354
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;62,967;-22,271875;-42,927027;-22,275586;63,385;-42,927043
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;64,321;-22,283592;-42,929516;-22,287721;64,800;-42,930926
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;63,947;-22,280588;-42,928354;-22,283592;64,320;-42,929516
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;72,889;-22,358080;-42,941396;-22,360003;73,111;-42,942122
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;64,801;-22,287721;-42,930926;-22,291459;65,229;-42,932277
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;100,541;-22,503186;-42,998989;-22,502975;100,348;-43,000811
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;100,347;-22,502975;-43,000811;-22,501913;100,196;-43,000507
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;73,112;-22,360003;-42,942122;-22,361576;73,298;-42,941430
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;98,880;-22,496213;-43,002123;-22,493696;98,561;-43,003658
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;97,688;-22,489158;-43,005169;-22,488707;97,512;-43,003532
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;60,200;-22,248784;-42,917876;-22,251900;60,563;-42,919173
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;73,299;-22,361576;-42,941430;-22,363202;73,497;-42,942319
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;97,511;-22,488707;-43,003532;-22,487398;97,360;-43,003047
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;73,498;-22,363202;-42,942319;-22,363512;73,648;-42,943648
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;73,908;-22,361777;-42,945400;-22,360684;74,142;-42,947404
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;65,230;-22,291459;-42,932277;-22,294350;65,579;-42,933587
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Ondulado;65,580;-22,294350;-42,933587;-22,296657;65,885;-42,935238
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;99,799;-22,499726;-42,997386;-22,498203;99,557;-42,998255
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;94,295;-22,481106;-42,998160;-22,482217;94,148;-42,998854
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;74,143;-22,360684;-42,947404;-22,361232;74,294;-42,948689
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;74,987;-22,366556;-42,948860;-22,368889;75,243;-42,948649
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;93,896;-22,480518;-42,998681;-22,480378;93,787;-42,997609
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;91,708;-22,466370;-42,999709;-22,465262;91,338;-42,996260
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;91,337;-22,465262;-42,996260;-22,465155;91,047;-42,993660
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;90,599;-22,463646;-42,989618;-22,462567;90,326;-42,987206
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;76,062;-22,373174;-42,954030;-22,374127;76,267;-42,952351
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;75,244;-22,368889;-42,948649;-22,371230;75,556;-42,950340
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;76,268;-22,374127;-42,952351;-22,375053;76,406;-42,951567
CRT;2017;BR-116/RJ;Principal;Decrescente;Perfil Montanhoso;91,046;-22,465155;-42,993660;-22,463646;90,600;-42,989618
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;76,601;-22,376770;-42,952102;-22,379115;76,859;-42,952351
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;75,748;-22,371707;-42,952042;-22,371773;75,878;-42,953338
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;75,879;-22,371773;-42,953338;-22,373174;76,061;-42,954030
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;76,860;-22,379115;-42,952351;-22,382181;77,284;-42,954950
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;77,285;-22,382181;-42,954950;-22,385065;77,621;-42,953986
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;77,622;-22,385065;-42,953986;-22,387694;77,919;-42,953568
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;79,256;-22,399273;-42,954984;-22,401783;79,588;-42,953119
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;80,233;-22,407371;-42,951167;-22,410129;80,557;-42,950025
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;79,862;-22,404195;-42,952451;-22,407371;80,232;-42,951167
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;80,558;-22,410129;-42,950025;-22,415003;81,095;-42,950055
CRT;2017;BR-116/RJ;Principal;Crescente;Perfil Montanhoso;76,407;-22,375053;-42,951567;-22,376770;76,600;-42,952102
